group	N	t1	t2	pr.g1	pr.g2	mean.corr1	mean.corr2	mean.diff
641	641	4	14.3598737836473	23.3185471745261	0	0	0.686455921338558	0.563920810441988	0.12253511089657
377	377	3	35.7997060253013	4.03471268984705	0	0.04	0.721988912112628	0.599994187340234	0.121994724772394
590	590	6	37.2450209161421	11.0501187245188	0	0	0.679674761558428	0.56206126907171	0.117613492486718
507	507	3	14.798684177575	5.39465819495948	0.01	0.01	0.678591989151557	0.587869093001055	0.0907228961505017
266	266	6	30.0844667517283	13.865539230055	0	0	0.675573825883488	0.591945482983236	0.0836283429002523
855	855	3	22.1955917224805	9.87438278656227	0	0	0.686818039022763	0.611318072841923	0.0754999661808402
98	98	3	10.0807317932598	5.66487422877839	0.02	0.01	0.697409625446963	0.630200774719467	0.0672088507274968
1	1	61	271.779032951207	141.413549167256	0	0	0.839114073257811	0.774440231598313	0.0646738416594977
695	695	3	15.157699575816	5.6982235913029	0.01	0.01	0.71971243313379	0.686225348821759	0.033487084312031
261	261	6	45.2027444740838	21.2954626102093	0	0	0.703297730287227	0.6861105172666	0.0171872130206263
795	795	4	16.796293231035	5.95604121151268	0	0.01	0.646923969958236	0.635975757885109	0.0109482120731279
724	724	3	16.131362700142	32.8584604789805	0.01	0	0.706616177585801	0.730452726540355	-0.0238365489545537
